"geneSet","pvals.PLSR","sim_brain"
"GO:0099171",0.986402719456109,4
"GO:0099173",0.992001599680064,4
"GO:0099175",0.997400519896021,4
"GO:0099188",0.99880023995201,4
"GO:0099504",0.999400119976005,4
"GO:0099505",0.998200359928014,4
"GO:0099509",0.996800639872026,4
"GO:0099523",0.909618076384723,4
"GO:0099531",0.997200559888022,4
"GO:0099536",0.997400519896021,4
"GO:0099537",0.997800439912018,4
"GO:0099560",0.956408718256349,4
"GO:0099563",0.999000199960008,4
"GO:0099572",0.995800839832034,4
"GO:0099634",0.964807038592282,4
"GO:0099645",0.999000199960008,4
"GO:1904315",0.980403919216157,4
"GO:1905606",0.988602279544091,4
"GO:2000300",0.998200359928014,4
"SYNGO:metabolism",0.997600479904019,4
"SYNGO:postsynprocess",0.99380123975205,4
"SYNGO:presynprocess",0.997800439912018,4
"SYNGO:transport",0.998000399920016,4
"GO:0007268",0.999800039992002,5
"GO:0007416",0.969206158768246,5
"GO:0008021",0.999800039992002,5
"GO:0014069",0.999800039992002,5
"GO:0016079",0.999800039992002,5
"GO:0030285",0.977604479104179,5
"GO:0030672",0.984003199360128,5
"GO:0042734",0.871825634873025,5
"GO:0045211",0.952809438112378,5
"GO:0048488",0.997600479904019,5
"GO:0048786",0.999800039992002,5
"GO:0048787",0.999600079984003,5
"GO:0050804",0.99380123975205,5
"GO:0050808",0.998600279944011,5
"GO:0051963",0.980203959208158,5
"GO:0060078",0.99500099980004,5
"GO:0098839",0.998600279944011,5
"GO:0098918",0.997200559888022,5
"GO:0099010",0.593881223755249,5
"GO:0099055",0.942611477704459,5
"GO:0099056",0.979404119176165,5
"GO:0099059",0.999600079984003,5
"GO:0099060",0.999600079984003,5
"GO:0099061",0.999400119976005,5
"GO:0099072",0.997200559888022,5
"GO:0099092",0.988002399520096,5
"GO:0099171",0.999800039992002,5
"GO:0099173",0.986402719456109,5
"GO:0099175",0.995600879824035,5
"GO:0099188",0.893421315736853,5
"GO:0099504",0.998400319936013,5
"GO:0099505",0.971805638872226,5
"GO:0099509",0.999400119976005,5
"GO:0099523",0.996600679864027,5
"GO:0099531",0.999800039992002,5
"GO:0099536",0.998600279944011,5
"GO:0099537",0.998600279944011,5
"GO:0099560",0.997800439912018,5
"GO:0099563",0.927214557088582,5
"GO:0099572",0.99880023995201,5
"GO:0099634",0.999400119976005,5
"GO:0099645",0.997400519896021,5
"GO:1904315",0.992601479704059,5
"GO:1905606",0.986602679464107,5
"GO:2000300",0.998000399920016,5
"SYNGO:metabolism",0.867426514697061,5
"SYNGO:postsynprocess",0.999400119976005,5
"SYNGO:presynprocess",0.998600279944011,5
"SYNGO:transport",0.995400919816037,5
"GO:0007268",0.998400319936013,6
"GO:0007416",0.999000199960008,6
"GO:0008021",0.999800039992002,6
"GO:0014069",0.999000199960008,6
"GO:0016079",0.980403919216157,6
"GO:0030285",0.999800039992002,6
"GO:0030672",0.999800039992002,6
"GO:0042734",0.998200359928014,6
"GO:0045211",0.994001199760048,6
"GO:0048488",0.975204959008198,6
"GO:0048786",0.999400119976005,6
"GO:0048787",0.985402919416117,6
"GO:0050804",0.993201359728054,6
"GO:0050808",0.999200159968006,6
"GO:0051963",0.99880023995201,6
"GO:0060078",0.932813437312538,6
"GO:0098839",0.998400319936013,6
"GO:0098918",0.999000199960008,6
"GO:0099010",0.991001799640072,6
"GO:0099055",0.991401719656069,6
"GO:0099056",0.999800039992002,6
"GO:0099059",0.999800039992002,6
"GO:0099060",0.999600079984003,6
"GO:0099061",0.98120375924815,6
"GO:0099072",0.999200159968006,6
"GO:0099092",0.999800039992002,6
"GO:0099171",0.999600079984003,6
"GO:0099173",0.999600079984003,6
"GO:0099175",0.999800039992002,6
"GO:0099188",0.98000399920016,6
"GO:0099504",0.99500099980004,6
"GO:0099505",0.998600279944011,6
"GO:0099509",0.910617876424715,6
"GO:0099523",0.945610877824435,6
"GO:0099531",0.999400119976005,6
"GO:0099536",0.999800039992002,6
"GO:0099537",0.999800039992002,6
"GO:0099560",0.992001599680064,6
"GO:0099563",0.966806638672266,6
"GO:0099572",0.999400119976005,6
"GO:0099634",0.980803839232154,6
"GO:0099645",0.999000199960008,6
"GO:1904315",0.983003399320136,6
"GO:1905606",0.999600079984003,6
"GO:2000300",0.987202559488102,6
"SYNGO:metabolism",0.997800439912018,6
"SYNGO:postsynprocess",0.999800039992002,6
"SYNGO:presynprocess",0.993601279744051,6
"SYNGO:transport",0.997600479904019,6
"GO:0007268",0.996400719856029,7
"GO:0007416",0.999600079984003,7
"GO:0008021",0.99880023995201,7
"GO:0014069",0.999000199960008,7
"GO:0016079",0.99880023995201,7
"GO:0030285",0.998600279944011,7
"GO:0030672",0.999600079984003,7
"GO:0042734",0.999200159968006,7
"GO:0045211",0.999200159968006,7
"GO:0048488",0.99500099980004,7
"GO:0048786",0.999000199960008,7
"GO:0048787",0.999400119976005,7
"GO:0050804",0.997000599880024,7
"GO:0050808",0.992601479704059,7
"GO:0051963",0.996800639872026,7
"GO:0060078",0.998400319936013,7
"GO:0098839",0.998400319936013,7
"GO:0098918",0.997800439912018,7
"GO:0099010",0.999400119976005,7
"GO:0099055",0.999400119976005,7
"GO:0099056",0.997800439912018,7
"GO:0099059",0.994601079784043,7
"GO:0099060",0.998200359928014,7
"GO:0099061",0.998200359928014,7
"GO:0099072",0.999200159968006,7
"GO:0099092",0.999800039992002,7
"GO:0099171",0.997000599880024,7
"GO:0099173",0.99620075984803,7
"GO:0099175",0.994601079784043,7
"GO:0099188",0.99620075984803,7
"GO:0099504",0.999200159968006,7
"GO:0099505",0.999800039992002,7
"GO:0099509",0.999800039992002,7
"GO:0099523",0.999800039992002,7
"GO:0099531",0.997600479904019,7
"GO:0099536",0.997800439912018,7
"GO:0099537",0.997600479904019,7
"GO:0099560",0.996400719856029,7
"GO:0099563",0.999000199960008,7
"GO:0099572",0.99880023995201,7
"GO:0099634",0.998400319936013,7
"GO:0099645",0.999200159968006,7
"GO:1904315",0.997600479904019,7
"GO:1905606",0.999000199960008,7
"GO:2000300",0.999400119976005,7
"SYNGO:metabolism",0.999000199960008,7
"SYNGO:postsynprocess",0.999600079984003,7
"SYNGO:presynprocess",0.998400319936013,7
"SYNGO:transport",0.999200159968006,7
